id,article_id,owner_id,owner_kind,article_code,clause_no,point,text,rule_type,priority,normalized_text
rule_article_18_clause_1,article_18,article_18_clause_1,Clause,18,1,,"Người nào không hứa hẹn trước, nhưng sau khi biết tội phạm được thực hiện đã che giấu người phạm tội, dấu vết, tang vật của tội phạm hoặc có hành vi khác cản trở việc phát hiện, điều tra, xử lý người phạm tội, thì phải chịu trách nhiệm hình sự về tội che giấu tội phạm trong những trường hợp mà Bộ luật này quy định.",condition_or_rule,1,nguoi nao khong hua hen truoc nhung sau khi biet toi pham duoc thuc hien da che giau nguoi pham toi dau vet tang vat cua toi pham hoac co hanh vi khac can tro viec phat hien dieu tra xu ly nguoi pham toi thi phai chiu trach nhiem hinh su ve toi che giau toi pham trong nhung truong hop ma bo luat nay quy dinh
rule_article_18_clause_2,article_18,article_18_clause_2,Clause,18,2,,"Người che giấu tội phạm là ông, bà, cha, mẹ, con, cháu, anh chị em ruột, vợ hoặc chồng của người phạm tội không phải chịu trách nhiệm hình sự theo quy định tại khoản 1 Điều này, trừ trường hợp che giấu các tội xâm phạm an ninh quốc gia hoặc tội đặc biệt nghiêm trọng khác quy định tại Điều 389 của Bộ luật này.",exception_or_exemption,2,nguoi che giau toi pham la ong ba cha me con chau anh chi em ruot vo hoac chong cua nguoi pham toi khong phai chiu trach nhiem hinh su theo quy dinh tai khoan 1 dieu nay tru truong hop che giau cac toi xam pham an ninh quoc gia hoac toi dac biet nghiem trong khac quy dinh tai dieu 389 cua bo luat nay
rule_article_19_clause_1,article_19,article_19_clause_1,Clause,19,1,,"Người nào biết rõ tội phạm đang được chuẩn bị, đang được thực hiện hoặc đã được thực hiện mà không tố giác, thì phải chịu trách nhiệm hình sự về tội không tố giác tội phạm quy định tại Điều 390 của Bộ luật này.",condition_or_rule,1,nguoi nao biet ro toi pham dang duoc chuan bi dang duoc thuc hien hoac da duoc thuc hien ma khong to giac thi phai chiu trach nhiem hinh su ve toi khong to giac toi pham quy dinh tai dieu 390 cua bo luat nay
rule_article_19_clause_2,article_19,article_19_clause_2,Clause,19,2,,"Người không tố giác là ông, bà, cha, mẹ, con, cháu, anh chị em ruột, vợ hoặc chồng của người phạm tội không phải chịu trách nhiệm hình sự theo quy định tại khoản 1 Điều này, trừ trường hợp không tố giác các tội quy định tại Chương XIII của Bộ luật này hoặc tội khác là tội phạm đặc biệt nghiêm trọng.",exception_or_exemption,2,nguoi khong to giac la ong ba cha me con chau anh chi em ruot vo hoac chong cua nguoi pham toi khong phai chiu trach nhiem hinh su theo quy dinh tai khoan 1 dieu nay tru truong hop khong to giac cac toi quy dinh tai chuong xiii cua bo luat nay hoac toi khac la toi pham dac biet nghiem trong
rule_article_19_clause_3,article_19,article_19_clause_3,Clause,19,3,,"Người không tố giác là người bào chữa không phải chịu trách nhiệm hình sự theo quy định tại khoản 1 Điều này, trừ trường hợp không tố giác các tội quy định tại Chương XIII của Bộ luật này hoặc tội khác là tội phạm đặc biệt nghiêm trọng do chính người mà mình bào chữa đang chuẩn bị, đang thực hiện hoặc đã thực hiện mà người bào chữa biết rõ khi thực hiện việc bào chữa.",exception_or_exemption,3,nguoi khong to giac la nguoi bao chua khong phai chiu trach nhiem hinh su theo quy dinh tai khoan 1 dieu nay tru truong hop khong to giac cac toi quy dinh tai chuong xiii cua bo luat nay hoac toi khac la toi pham dac biet nghiem trong do chinh nguoi ma minh bao chua dang chuan bi dang thuc hien hoac da thuc hien ma nguoi bao chua biet ro khi thuc hien viec bao chua
rule_article_20_clause_0,article_20,article_20_clause_0,Clause,20,,,"Người thực hiện hành vi gây hậu quả nguy hại cho xã hội trong trường hợp không thể thấy trước hoặc không buộc phải thấy trước hậu quả của hành vi đó, thì không phải chịu trách nhiệm hình sự.",body,1,nguoi thuc hien hanh vi gay hau qua nguy hai cho xa hoi trong truong hop khong the thay truoc hoac khong buoc phai thay truoc hau qua cua hanh vi do thi khong phai chiu trach nhiem hinh su
rule_article_21_clause_0,article_21,article_21_clause_0,Clause,21,,,"Người thực hiện hành vi nguy hiểm cho xã hội trong khi đang mắc bệnh tâm thần, một bệnh khác làm mất khả năng nhận thức hoặc khả năng điều khiển hành vi của mình, thì không phải chịu trách nhiệm hình sự.",body,1,nguoi thuc hien hanh vi nguy hiem cho xa hoi trong khi dang mac benh tam than mot benh khac lam mat kha nang nhan thuc hoac kha nang dieu khien hanh vi cua minh thi khong phai chiu trach nhiem hinh su
rule_article_22_clause_1,article_22,article_22_clause_1,Clause,22,1,,"Phòng vệ chính đáng là hành vi của người vì bảo vệ quyền hoặc lợi ích chính đáng của mình, của người khác hoặc lợi ích của Nhà nước, của cơ quan, tổ chức mà chống trả lại một cách cần thiết người đang có hành vi xâm phạm các lợi ích nói trên. Phòng vệ chính đáng không phải là tội phạm.",exception_or_exemption,1,phong ve chinh dang la hanh vi cua nguoi vi bao ve quyen hoac loi ich chinh dang cua minh cua nguoi khac hoac loi ich cua nha nuoc cua co quan to chuc ma chong tra lai mot cach can thiet nguoi dang co hanh vi xam pham cac loi ich noi tren phong ve chinh dang khong phai la toi pham
rule_article_22_clause_2,article_22,article_22_clause_2,Clause,22,2,,"Vượt quá giới hạn phòng vệ chính đáng là hành vi chống trả rõ ràng quá mức cần thiết, không phù hợp với tính chất và mức độ nguy hiểm cho xã hội của hành vi xâm hại. Người có hành vi vượt quá giới hạn phòng vệ chính đáng phải chịu trách nhiệm hình sự theo quy định của Bộ luật này.",definition_or_list,2,vuot qua gioi han phong ve chinh dang la hanh vi chong tra ro rang qua muc can thiet khong phu hop voi tinh chat va muc do nguy hiem cho xa hoi cua hanh vi xam hai nguoi co hanh vi vuot qua gioi han phong ve chinh dang phai chiu trach nhiem hinh su theo quy dinh cua bo luat nay
rule_article_23_clause_1,article_23,article_23_clause_1,Clause,23,1,,"Tình thế cấp thiết là tình thế của người vì muốn tránh gây thiệt hại cho quyền, lợi ích hợp pháp của mình, của người khác hoặc lợi ích của Nhà nước, của cơ quan, tổ chức mà không còn cách nào khác là phải gây một thiệt hại nhỏ hơn thiệt hại cần ngăn ngừa. Hành vi gây thiệt hại trong tình thế cấp thiết không phải là tội phạm.",exception_or_exemption,1,tinh the cap thiet la tinh the cua nguoi vi muon tranh gay thiet hai cho quyen loi ich hop phap cua minh cua nguoi khac hoac loi ich cua nha nuoc cua co quan to chuc ma khong con cach nao khac la phai gay mot thiet hai nho hon thiet hai can ngan ngua hanh vi gay thiet hai trong tinh the cap thiet khong phai la toi pham
rule_article_23_clause_2,article_23,article_23_clause_2,Clause,23,2,,"Trong trường hợp thiệt hại gây ra rõ ràng vượt quá yêu cầu của tình thế cấp thiết, thì người gây thiệt hại đó phải chịu trách nhiệm hình sự.",condition_or_rule,2,trong truong hop thiet hai gay ra ro rang vuot qua yeu cau cua tinh the cap thiet thi nguoi gay thiet hai do phai chiu trach nhiem hinh su
rule_article_24_clause_1,article_24,article_24_clause_1,Clause,24,1,,Hành vi của người để bắt giữ người thực hiện hành vi phạm tội mà không còn cách nào khác là buộc phải sử dụng vũ lực cần thiết gây thiệt hại cho người bị bắt giữ thì không phải là tội phạm.,exception_or_exemption,1,hanh vi cua nguoi de bat giu nguoi thuc hien hanh vi pham toi ma khong con cach nao khac la buoc phai su dung vu luc can thiet gay thiet hai cho nguoi bi bat giu thi khong phai la toi pham
rule_article_24_clause_2,article_24,article_24_clause_2,Clause,24,2,,"Trường hợp gây thiệt hại do sử dụng vũ lực rõ ràng vượt quá mức cần thiết, thì người gây thiệt hại phải chịu trách nhiệm hình sự.",condition_or_rule,2,truong hop gay thiet hai do su dung vu luc ro rang vuot qua muc can thiet thi nguoi gay thiet hai phai chiu trach nhiem hinh su
rule_article_25_clause_0,article_25,article_25_clause_0,Clause,25,,,"Hành vi gây ra thiệt hại trong khi thực hiện việc nghiên cứu, thử nghiệm, áp dụng tiến bộ khoa học, kỹ thuật và công nghệ mới mặc dù đã tuân thủ đúng quy trình, quy phạm, áp dụng đầy đủ biện pháp phòng ngừa thì không phải là tội phạm. Người nào không áp dụng đúng quy trình, quy phạm, không áp dụng đầy đủ biện pháp phòng ngừa mà gây thiệt hại thì vẫn phải chịu trách nhiệm hình sự.",body,1,hanh vi gay ra thiet hai trong khi thuc hien viec nghien cuu thu nghiem ap dung tien bo khoa hoc ky thuat va cong nghe moi mac du da tuan thu dung quy trinh quy pham ap dung day du bien phap phong ngua thi khong phai la toi pham nguoi nao khong ap dung dung quy trinh quy pham khong ap dung day du bien phap phong ngua ma gay thiet hai thi van phai chiu trach nhiem hinh su
rule_article_26_clause_0,article_26,article_26_clause_0,Clause,26,,,"Người thực hiện hành vi gây thiệt hại trong khi thi hành mệnh lệnh của người chỉ huy hoặc của cấp trên trong lực lượng vũ trang nhân dân để thực hiện nhiệm vụ quốc phòng, an ninh nếu đã thực hiện đầy đủ quy trình báo cáo người ra mệnh lệnh nhưng người ra mệnh lệnh vẫn yêu cầu chấp hành mệnh lệnh đó, thì không phải chịu trách nhiệm hình sự. Trong trường hợp này người ra mệnh lệnh phải chịu trách nhiệm hình sự. Quy định này không áp dụng đối với các trường hợp quy định tại khoản 2 Điều 421, khoản 2 Điều 422 và khoản 2 Điều 423 của Bộ luật này.",body,1,nguoi thuc hien hanh vi gay thiet hai trong khi thi hanh menh lenh cua nguoi chi huy hoac cua cap tren trong luc luong vu trang nhan dan de thuc hien nhiem vu quoc phong an ninh neu da thuc hien day du quy trinh bao cao nguoi ra menh lenh nhung nguoi ra menh lenh van yeu cau chap hanh menh lenh do thi khong phai chiu trach nhiem hinh su trong truong hop nay nguoi ra menh lenh phai chiu trach nhiem hinh su quy dinh nay khong ap dung doi voi cac truong hop quy dinh tai khoan 2 dieu 421 khoan 2 dieu 422 va khoan 2 dieu 423 cua bo luat nay
rule_article_27_clause_1,article_27,article_27_clause_1,Clause,27,1,,Thời hiệu truy cứu trách nhiệm hình sự là thời hạn do Bộ luật này quy định mà khi hết thời hạn đó thì người phạm tội không bị truy cứu trách nhiệm hình sự.,definition_or_list,1,thoi hieu truy cuu trach nhiem hinh su la thoi han do bo luat nay quy dinh ma khi het thoi han do thi nguoi pham toi khong bi truy cuu trach nhiem hinh su
rule_article_27_clause_2,article_27,article_27_clause_2,Clause,27,2,,Thời hiệu truy cứu trách nhiệm hình sự được quy định như sau: a) 05 năm đối với tội phạm ít nghiêm trọng; b) 10 năm đối với tội phạm nghiêm trọng; c) 15 năm đối với tội phạm rất nghiêm trọng; d) 20 năm đối với tội phạm đặc biệt nghiêm trọng.,condition_or_rule,2,thoi hieu truy cuu trach nhiem hinh su duoc quy dinh nhu sau a 05 nam doi voi toi pham it nghiem trong b 10 nam doi voi toi pham nghiem trong c 15 nam doi voi toi pham rat nghiem trong d 20 nam doi voi toi pham dac biet nghiem trong
rule_article_27_clause_3,article_27,article_27_clause_3,Clause,27,3,,"Thời hiệu truy cứu trách nhiệm hình sự được tính từ ngày tội phạm được thực hiện. Nếu trong thời hạn quy định tại khoản 2 Điều này, người phạm tội lại thực hiện hành vi phạm tội mới mà Bộ luật này quy định mức cao nhất của khung hình phạt đối với tội ấy trên 01 năm tù, thì thời hiệu đối với tội cũ được tính lại kể từ ngày thực hiện hành vi phạm tội mới. Nếu trong thời hạn quy định tại khoản 2 Điều này, người phạm tội cố tình trốn tránh và đã có quyết định truy nã, thì thời hiệu tính lại kể từ khi người đó ra đầu thú hoặc bị bắt giữ.",condition_or_rule,3,thoi hieu truy cuu trach nhiem hinh su duoc tinh tu ngay toi pham duoc thuc hien neu trong thoi han quy dinh tai khoan 2 dieu nay nguoi pham toi lai thuc hien hanh vi pham toi moi ma bo luat nay quy dinh muc cao nhat cua khung hinh phat doi voi toi ay tren 01 nam tu thi thoi hieu doi voi toi cu duoc tinh lai ke tu ngay thuc hien hanh vi pham toi moi neu trong thoi han quy dinh tai khoan 2 dieu nay nguoi pham toi co tinh tron tranh va da co quyet dinh truy na thi thoi hieu tinh lai ke tu khi nguoi do ra dau thu hoac bi bat giu
rule_article_28_clause_1,article_28,article_28_clause_1,Clause,28,1,,Các tội xâm phạm an ninh quốc gia quy định tại Chương XIII của Bộ luật này;,condition_or_rule,1,cac toi xam pham an ninh quoc gia quy dinh tai chuong xiii cua bo luat nay
rule_article_28_clause_2,article_28,article_28_clause_2,Clause,28,2,,"Các tội phá hoại hòa bình, chống loài người và tội phạm chiến tranh quy định tại Chương XXVI của Bộ luật này;",condition_or_rule,2,cac toi pha hoai hoa binh chong loai nguoi va toi pham chien tranh quy dinh tai chuong xxvi cua bo luat nay
rule_article_28_clause_3,article_28,article_28_clause_3,Clause,28,3,,Tội tham ô tài sản thuộc trường hợp quy định tại khoản 3 và khoản 4 Điều 353 của Bộ luật này; tội nhận hối lộ thuộc trường hợp quy định tại khoản 3 và khoản 4 Điều 354 của Bộ luật này.,condition_or_rule,3,toi tham o tai san thuoc truong hop quy dinh tai khoan 3 va khoan 4 dieu 353 cua bo luat nay toi nhan hoi lo thuoc truong hop quy dinh tai khoan 3 va khoan 4 dieu 354 cua bo luat nay
